questionText,questionType,answerText,answerType,answerHelpfulness,Helpfulness_Target
What is the flight time?,descriptive,Less than a hour...,NA,"[1, 2]",0
can this fly outside,yesno,It gets out of range and falls down.,NA,"[0, 1]",0
How long does this item run after charge?,descriptive,Runs about 10 to 20 min.,NA,"[2, 2]",1
How long does this item run after charge?,descriptive,Anywhere between 10 min to maybe even 30 mins.,NA,"[2, 2]",1
How long does this item run after charge?,descriptive,It is a gift so I have no idea how long it runs after a charge.   Sorry.,NA,"[0, 3]",0
is this battery operated,yesno,"Yes, it is battery operated.",Y,"[0, 1]",0
is this battery operated,yesno,yes,Y,"[0, 1]",0
is this battery operated,yesno,"Hi, yes is battery operated! AA... i cant remember the number of batteriea because i purchased this for a gift...",NA,"[0, 1]",0
Is this a Japanese version or the american version?,descriptive,"American, but the only difference will be the box.",NA,"[2, 2]",1
Will this car interact with any Smart Wheels track?  I have the Train Station and looking for additional cars for it.,descriptive,Yes. They are great!,NA,"[2, 2]",1
Will this car interact with any Smart Wheels track?  I have the Train Station and looking for additional cars for it.,descriptive,Yes.,NA,"[1, 2]",0
May I know if the dragon is red or green / red ? Thanks,descriptive,Green body with red wings.,NA,"[1, 2]",0
May I know if the dragon is red or green / red ? Thanks,descriptive,"Sure! The dragon is green, with red wings and red eyes.",NA,"[1, 2]",0
May I know if the dragon is red or green / red ? Thanks,descriptive,Colors may vary...,NA,"[0, 1]",0
Does this keyboard come with other tones such as organ or harpsichord?,descriptive,"It has ten voices... one grand piano in stereo, one grand piano in mono, two electric pianos, two pipe organs, two harpsichords, one strings, and one vibraphones. The sounds, in general, are excellent, but it's the grand piano that makes this keyboard really shine in my opinion.",NA,"[4, 4]",1
"What are the specifications for the Yamaha P Series P35B 88-key Digital Piano (e.g., weight, length, width)?  Thanks.",descriptive,"According to the manual, WxDxH = 1326 x 295 x 154mm (~52"" x 11 5/8"" x 6""), and the weight is 11.5kg  (~25 lb).  These are of course for the keyboard itself, without a stand. It uses 6 watts of 115v power.",NA,"[3, 3]",1
"What are the specifications for the Yamaha P Series P35B 88-key Digital Piano (e.g., weight, length, width)?  Thanks.",descriptive,Gave as a gift. Sorry,NA,"[0, 2]",0
Is there's music stand included?,descriptive,"Yes - a small one. but perfectly adequate for most uses.Andrew, Orlando",NA,"[0, 1]",0
Is there's music stand included?,descriptive,No.,NA,"[0, 1]",0
Is there's music stand included?,descriptive,There is not one included. We had to purchase a separate stand.,NA,"[0, 1]",0
Midi in out ?,descriptive,"Yes, it has both MIDI In and Out.  They use the industry-standard, 5-din MIDI plug.",NA,"[2, 2]",1
Midi in out ?,descriptive,Unfortunately my purchase was a gift so I can be of no help,NA,"[0, 4]",0
How much paint do they hold?  I want to make sure I buy enough paint.,descriptive,I haven't measured but I'd say a cup. They are a good size. One person commented that it was hard to get the paint out of the smaller containers sold in a 10 pack by crayola. That's when I decided to use these containers as caddies to hold the smaller containers. The lids are airtight so you could probably fill these from larger containers of paint and store the paint right in these cups,NA,"[3, 3]",1
How big are they?,descriptive,4-6 oz sounds about right.,NA,"[2, 2]",1
Where is it made?,descriptive,"I'm sorry. Ours is packed with Christmas things in the barn, so I have no way to see the box to answer your question.",NA,"[0, 1]",0
"I'm looking for a train to go around my small Christmas tree, so how big is the train?",descriptive,"The inner diameter of the track is 25 inches by 36 inches  Outer diameter is 29 1/2 by 40 1/2 for oval set up.  Round would by inner 25 inches outer 29 1/2.  The train cars, the tallest being 2 1/2 inches by 7 inches long.",NA,"[2, 2]",1
"I'm looking for a train to go around my small Christmas tree, so how big is the train?",descriptive,"depends how big the tree is. If it's a smaller tree this will be fine, but if it is a normal sized tree than you should get bigger tracks",NA,"[0, 1]",0
do you have to push it or does is drive by itself?,descriptive,no it dose run on battues but I would get the really good one,NA,"[0, 1]",0
does optimus Prime come with the matrix of leadership,yesno,No this did not come with the matrix of leadership.,N,"[2, 2]",1
does optimus Prime come with the matrix of leadership,yesno,I purchased this item for my husband and he does not believe that it does. He did not open the case though.  I also purchased the ToysRus one for him too and he said that one does come with it.  Hope this helps.,NA,"[1, 2]",0
What's the weight limit in the owners manual?,descriptive,"weight limit is 65 lbs, suggested ages 2-6.",NA,"[0, 1]",0
"Is this quadcopter complete to play, or need buy extra parts? For example, comes with remote control and batteries?",descriptive,"Seems I'm not the only one confused here...the ad is confusing to say the least, bordering on misleading.I bought one as a gift, not knowing much about them, and now my family is stuck with a gift they can only use as a door stop, and I'm out $219.Not pleased...taking this to Amazon...no satisfaction at all from Dealextreme4u...beware!",NA,"[1, 2]",0
Does the heart pillow light up with all the colors like the square one does?,descriptive,Not sure. This was a gift for a grandchild in another state. She loves it.,NA,"[0, 1]",0
"Hello, it is 110V or 220V, 50Hz or 60Hz or 50/60Hz ........   thank you",descriptive,My grand son  has it in another city mine are in my storage bin on the other side oflawrrnce,NA,"[0, 1]",0
Does the lid detach completely or does it fasten and or have a strap to hold it when the lid is off?,descriptive,"It has velcro tabs to hold the lid down but does detach completely.  It's also flexible enough to tie down at the middle and lift half up to reach in for drinks, which is what we did since we towed it behind a raft in a regatta.",NA,"[2, 2]",1
"What is the measurements on the inside? Where you would put the cooler, I dont want to have to go buy a cooler too.",descriptive,You don't need to buy a cooler! We didn't!  Just fill it with ice & drinks!  We were out on the river all day & it stayed nice & cold.  But it is big enough to set a cooler inside if you wanted to!,NA,"[2, 2]",1
"What is the measurements on the inside? Where you would put the cooler, I dont want to have to go buy a cooler too.",descriptive,"16"" X 26""",NA,"[2, 2]",1
does it really take 22 batteries?,yesno,The vests take 3 AAA and the guns take 4 AA batteries. So for the set it is 14 batteries...and worth it ;-),NA,"[2, 2]",1
does it really take 22 batteries?,yesno,"Dear brendasheaffer,No ! From what I remember they only take 4 batteries each (8 total). My son loves these guns! Hope you enjoy and thanks for asking the questionHave a great dayGary",NA,"[2, 2]",1
"Does it speak portuguese? My daughter wants it, but she doesn't speak english.",descriptive,"Furby speak ""furbish"" but the app that you can download for free for either apple or android has Portuguese as a language that can be selected. So everything that Furby says will be translated into Portuguese.",NA,"[3, 3]",1
which furby can use android app?,descriptive,My cell phone and my daughters tablet are both powered by android and the Furby App worked well on both!,NA,"[2, 2]",1
which furby can use android app?,descriptive,"Sorry. We have the Apple apps so I don't know. The app for Iproducts  is basically a ridiculous pretend dictionary of sounds. I can say that neither of my kids has looked at the apps or the Furbys since they got them. Terrible waste of a lot of grandparents' money. For what they do, I'd say they're worth about $10. Sorry, but I'm very disappointed by the Furbys.",NA,"[0, 1]",0
does Furby speaks only english or can it speak spanish too?,descriptive,It's a waste of money no matter what. My kids don't even look at them. They hate when it turns on accidentally. I don't really know about the language thing. I just hate that my parents wasted their money on 3 of these overpriced toys for their grand kids .,NA,"[0, 1]",0
the finished size,descriptive,"This kitchen is great.  Looks very nice.  Grandkids 1 yr old love it as well as 4 yr old.   Needs space, not overly big though.",NA,"[0, 1]",0
What size is the aquarium?,descriptive,"I never received this aquarium and had tremendous difficulty contacting the seller, so Amazon intervened and eventually I was just refunded. I don't recommend ordering from them.",NA,"[0, 1]",0
What size is the aquarium?,descriptive,Save your money.  It was a piece of junk.,NA,"[0, 1]",0
what all is included in this set?,descriptive,Yes everything was included,NA,"[0, 1]",0
what all is included in this set?,descriptive,I don't know...it was bought as a gift for my grandson and sent directly to him in another state.,NA,"[0, 2]",0
Does the pea come out of it's mouth or is it sewn in?,descriptive,It comes out!  It also plays the theme music.,NA,"[1, 3]",0
are the 2 decks different colors?,yesno,"Hello, No they are always red only, you can check the bicycle cards web site also",N,"[2, 2]",1
What age child is it for?,descriptive,I have two boys 2 and 5 and they love them!,NA,"[2, 2]",1
What age child is it for?,descriptive,Ages 3-7.,NA,"[2, 2]",1
What age child is it for?,descriptive,"3, 4, 5 years old.",NA,"[2, 2]",1
"can you please take a good measurement for me i am looking for the closest to 7"" please?",yesno,"61/8""",NA,"[0, 1]",0
how big are the main blades?,descriptive,The same size as the ones on my machine. The landing struts did not fit my machine. They were a hole off.,NA,"[0, 1]",0
Where is the switch to turn off the smoke?,descriptive,"It's on the opposite side of the engine than the power/sound switch. There is an ""on/off"" sticker (at least there was on mine - perhaps they revised the set if you cannot find one?).",NA,"[2, 2]",1
how many feet of track are included in the set?,descriptive,The box says the track pieces will do either a 50 inch circle or a 50x57 inch oval.,NA,"[2, 2]",1
how many feet of track are included in the set?,descriptive,Amazing !!!! My son LOVES IT!,NA,"[0, 1]",0
What is the scale of the track and train or closest to scale?,descriptive,"The engine itself is about 9 inches tall at the smoke stack; the cars-about 5 inches.  You will need to put the track on a hard surface.  I laid his out on the carpet and our little Boston Terrier stepped on it and cracked the plastic track.  So it had furnace tape when it was still new.  You will also want to disconnect the smoke stack, as it is real smoke that stinks like burning oil.   It gave me a headache within 15 minutes.  It is wonderful for my 10 year old autistic grandson. It is a great toy for the price.",NA,"[2, 3]",0
What is the scale of the track and train or closest to scale?,descriptive,6in long & 3 in high.  This is the nearest to a real train I have ever seen.  My grandson has three other train sets tharare much more expensive than this one.  The only one he plays with is Mota Train.,NA,"[1, 2]",0
How do you turn off the sound?  The switch seems to control the motor not the speaker.,descriptive,"We never tried to do it, being honest!",NA,"[0, 1]",0
How do you turn off the sound?  The switch seems to control the motor not the speaker.,descriptive,Sorry! I can't answer that question. This was a gift.,NA,"[0, 1]",0
Can i get extra track for this train?,descriptive,No,NA,"[2, 2]",1
Can i get extra track for this train?,descriptive,Yes,NA,"[0, 1]",0
Can i get extra track for this train?,descriptive,Yes,NA,"[0, 1]",0
what are the dimensions of the product? i am wondering whether it will be able to fit in a standard card box for Magic the Gathering.,descriptive,So you want to stick a box inside a box?,NA,"[1, 2]",0
Is the blower really low noise? Could you compare it to something?,descriptive,Actually it is not that loud. The best description is a little louder than a blow dryer and not as loud as a leaf blower. I use it in my house. Hope this helps,NA,"[2, 2]",1
Is the blower really low noise? Could you compare it to something?,descriptive,"The noise of the blower is close to the sound of a hair dryer. The noise doesn't bother me or the kids at all. They love playing in it. Yea the noise is definitley not a problem. Whenever I blow it up for them I use it in my living room (my living room is pretty big).It is something that is good for the children to have, something that they can have year round, not just for thier birthday`s!",NA,"[2, 2]",1
Is the blower really low noise? Could you compare it to something?,descriptive,"The blower is not annoying loud...but it's not quiet.  I will say that BY FAR this is my daughters favorite activity.  It's REALLY safe...I will caution you that you will need at least 1000 balls for the ball pit for it to be safe for a child to jump, slide or fall into.  CAN'T BE THE PRICE FOR THE QUALITY!!!",NA,"[2, 2]",1
Is the blower really low noise? Could you compare it to something?,descriptive,I would compare it to the sound of two blow dryers going at once.  We have ours in our spare room upstairs and I can sit right next to it and talk on the phone without the other person even knowing it's on!,NA,"[2, 2]",1
Is the blower really low noise? Could you compare it to something?,descriptive,It's not loud at all...honestly I don't even notice it or thought about it till you questioned it. I'd say it's my blow dryer is louder than the blower.,NA,"[2, 2]",1
Is the blower really low noise? Could you compare it to something?,descriptive,"My best answer is it depends where you put it.  This item was located in a foyer and for the space, the machine was a bit loud, it took my niece (2 yrs old) about a week and a half to stop being scared of the noise. just to give you an idea of the room space, you could fit this item 2 1/2 times in the foyer.  hope this helps. I do have to say that she now enjoys this bouncer very much",NA,"[2, 2]",1
Is the blower really low noise? Could you compare it to something?,descriptive,"For the volume and pressure of air it puts out, the blower is low noise. However please keep in mind that depending on the size of the room it's placed in and how close the blower is to a wall or corner, the echos may make the unit seem louder.",NA,"[2, 2]",1
Can you use the ball pit area as a pool with water in it?,descriptive,"Most definately not.   Besides, it has an electric motor, right next to it.  Water, electricity, dead kids.",NA,"[2, 2]",1
Can you use the ball pit area as a pool with water in it?,descriptive,"Hell no it's a piece I returned, do not buy",NA,"[1, 2]",0
Does the blower have to be on the whole time? I'm looking for something that I can just blow up and leave up. These all look like the blower has to be,descriptive,"Yes, the blower needs to be on the whole time.  not a big issue though.  My kids, age 3, 5, and 7 are able to inflate and deflate it all by themselves with the push of  a button.  No hassles.",NA,"[2, 2]",1
Does the blower have to be on the whole time? I'm looking for something that I can just blow up and leave up. These all look like the blower has to be,descriptive,"Yes, it stays on just like a big, outdoor bounce house. If you turn it off, the house will deflate. It's small, and definitely makes a humming sound, but with all the kids laughing and bouncing, it shouldn't bother you. We have blown ours up outside and inside on rainy days. My boys love it, and so do their little playmates.",NA,"[2, 2]",1
Does the blower have to be on the whole time? I'm looking for something that I can just blow up and leave up. These all look like the blower has to be,descriptive,"Blower has to be on all the time, still not bad.",NA,"[2, 2]",1
Does the blower have to be on the whole time? I'm looking for something that I can just blow up and leave up. These all look like the blower has to be,descriptive,"Yes, the blower must be on.",NA,"[2, 2]",1
Does the blower have to be on the whole time? I'm looking for something that I can just blow up and leave up. These all look like the blower has to be,descriptive,Blower has to be running all the time. It inflates in 5-10 seconds. The kids play 10 min and we turn it off and it deflates in 30 seconds.,NA,"[2, 2]",1
Can this doll use a pacifier?,descriptive,"I haven't tried a pacifier, but I don't think it would stay.",NA,"[0, 1]",0
What age child is this toy for?,descriptive,I would say 18-36 months?  I would think that even 12-16 month old children would have fun exploring this too.  It just takes a little fine motor control so that could be difficult for the younger child.  Hope this helps.,NA,"[2, 2]",1
What age child is this toy for?,descriptive,"I am an occupational therapist. I use this tour for kids that are 18 months and older. It is a great cause and effect toy for the little ones who may need help putting it together. When you push on it it says the animal then makes the animal sound and congratulates the child on making a match. Older children can use it as a matching game, speech game, sorting game. The little box top locks on with the handle. Hope this helps. Angela",NA,"[2, 2]",1
What is the maximum weight?,descriptive,25 pounds,NA,"[0, 1]",0
Does this scoot fold up?,descriptive,Yes,NA,"[0, 1]",0
How big is this item?,descriptive,It was larger than I thought it would be.  The toy is not near me at the moment but I looked up the dimensions and they are 5.2 x 16 x 15,NA,"[1, 2]",0
How big is this item?,descriptive,"My Little Pony: Product Dimensions:  5.2 x 16 x 15 inches ; 2.1 pounds Shipping Weight: 3.5 pounds (View shipping rates and policies)Shipping: Currently, item can be shipped only within the U.S.Origin: ChinaShipping Advisory: This item must be shipped separately from other items in your order. Additional shipping charges will not apply.ASIN: B00ARQW0LYItem model number: A3868Manufacturer recommended age: 3 years and up",NA,"[0, 1]",0
Would this be too young for a 5 1/2 year old?,descriptive,I got it for my 3 1/5. She loves it.,NA,"[1, 2]",0
Is this the MLP pony that talks?,descriptive,"It's one of the ones that talk. There are three others: Celestia, Cadence and Nightmare Moon. This is the biggest and more technically advanced.",NA,"[2, 2]",1
Is this the MLP pony that talks?,descriptive,No...,NA,"[0, 4]",0
how big is the bus?  (About how long/tall is it?),descriptive,"Sorry, item put away until Xmas!",NA,"[0, 1]",0
can it hold a go pro?,yesno,Yes. I've had my GoPro Black on it many times and it flew great with it just being attached to the board with one of the two sided tape mounts. Got legs so I can hang it underneath and clear the view but weather hasn't permitted. It's a blast and you'll be amazed at the video you can get and the things you come up with once you have the ability.,Y,"[2, 2]",1
"What construction material, what size (450mm is implied) and most importantly, how much does this weigh (in grams)",descriptive,actually the important part of the build would be knowing the fact that this is a DJ I knock off..why not just buy an actual DJ I frame and save yourself the aggravation of dealing with the cheap parts,NA,"[0, 1]",0
Are the wheels rubber or plastic?  I can't tell form the photo...Thanks for the help!,descriptive,I'm sorry I have not seen it as it was a gift sent directly to recipent. It is very solid though and the baby is very happy so far (playing few months now).,NA,"[0, 1]",0
"What is the assortment of pieces? Especially the 2 x 2, 2x4, 2x6, 2x8",descriptive,"good assortment, not many big pieces, not enough, not enough flats either, lot of little pieces and also we have figured out that when making the pieces in the instructions, there are at least 5 pieces missing. almost no 2x4, 2x6 2x8  have 2x2 though and alot of other smalls.",NA,"[5, 5]",1
"What is the assortment of pieces? Especially the 2 x 2, 2x4, 2x6, 2x8",descriptive,"I have already given the Legos to my grandchildren, but on the Amazon page there is a view of the back of the container where all the pieces are pictured. I managed to snip and enlarge the picture enough to have a general idea of the contents before I ordered.",NA,"[4, 4]",1
"What is the assortment of pieces? Especially the 2 x 2, 2x4, 2x6, 2x8",descriptive,"Unfortunately, I don't know the exact assortment, but there are over 600 pieces to this set which should be plenty to build just about anything that a beginner would want to build. This item is also a great add on for those that already have Legos.",NA,"[0, 9]",0
Does this set have wheels and axels?,descriptive,No. Just Lego bricks.,NA,"[0, 1]",0
Do these work with the Juniors sets?,descriptive,No,NA,"[0, 2]",0
Do these work with the Juniors sets?,descriptive,I have no idea,NA,"[0, 2]",0
Does this come with any bots?,descriptive,"Yes , it comes with one the Optimus prime.  On amazon right now there are a couple of the extra bots on sale for around $3-$4.  Here are 2 of them:Transformers Playskool Heroes Rescue Bots Beam Box Boulder The Construction-Bot Game PackTransformers Playskool Heroes Rescue Bots Beam Box Heatwave The Fire-Bot Game Pack",NA,"[3, 3]",1
Does this come with any bots?,descriptive,"Yes it comes with Optimus Prime, you can purchase Heatwave, Boulder, Bumblebee, and Blades separately. I still can't find Chase for sale anywhere though.",NA,"[3, 3]",1
"What size batteries does it take, how many, and are they included?",descriptive,4 AA batteries and 3 AAA batteries.  They were not included.,NA,"[1, 2]",0
Does it come with marbles?,descriptive,I bought this as a Christmas present and had it shipped to my son's house.  My guess is no.  I believe it goes with other sets as an add on.  It would still work without other sets.  Wish I could be of more help.,NA,"[0, 1]",0
This comes in a set of 5 packs of 100 right? And they are 64mm x 89mm?,descriptive,That's right--so 500 sleeves in all. A note on these sleeves--they are very tight fitting. I prefer them to normal deck sleeves but they are commonly used as an under sleeve for cards before being put into a second normal sized sleeve.But yup--500 or 5 packs of 100 sleeves that are 64mm x 89mm.,NA,"[2, 2]",1
This comes in a set of 5 packs of 100 right? And they are 64mm x 89mm?,descriptive,"Yes, 5 packs of 100. Not sure exact size, but they fit my Magic cards perfectly. I did have an issue with one pack where about 25 of the sleeves were too small and caused the cards to have a slight bend when inserted. It looked like the sealed end of the sleeve was slightly smaller than the open end, so inserting the card in all the way was difficult and would not go in flat.",NA,"[2, 2]",1
Will these fit on Cards Against Humanity cards?,descriptive,No they will not,NA,"[0, 1]",0
does the buy come with all the cards in the pic or no?,descriptive,No,NA,"[2, 2]",1
does the buy come with all the cards in the pic or no?,descriptive,no its a hand full of random generations and pokemon,NA,"[2, 2]",1
Is mega charzard ex in the pack,descriptive,yes it has it in there,NA,"[0, 1]",0
How big is this figure?,descriptive,"hello its like 6 inch, like 17cm in my country because im from venezuela",NA,"[0, 1]",0
Is it Japanese version or US version?,descriptive,"I don think there is a specific US version, but I do know it would be the same figure and accessories either way.",NA,"[0, 1]",0
Does this table come with additional toys?,descriptive,"Yes.  It comes with a couple pirates, a ""boat"", and a few other accessories like different cups and buckets",NA,"[2, 2]",1
How tall is this table? I've seen photos with kids kneeling at it. Not sure about the listed dimensions. Doesn't look like it's adjustable. Thanks!,descriptive,My four year old stands at the table to play with it like any water table. They all seem to come to their hips at that age.,NA,"[2, 2]",1
How tall is this table? I've seen photos with kids kneeling at it. Not sure about the listed dimensions. Doesn't look like it's adjustable. Thanks!,descriptive,"I don't know how tall as its at daughter's house. It is a good size water table and sturdy. It was larger than I expected. The 14 mo old can pull up on it. The 3 yr old, 4 yr old and even the 6 1/2 yr stand to play with it. I was very pleased and would purchase again.",NA,"[3, 3]",1
"My daughter is turning 11 and wants a telescope. She loves the stars, but I did not want to spend a lot of money on something until I know she will use it. Is this too much of a ""toy"" for an 11 year old? I want to get her something she can use to try out before I spend money on a better quality one, just want to make sure it would be good for her age.",descriptive,"do not spend your money on this product! the lense distort everything, it is not intended for someone interessted in the stars....it is more an expensive toy..better off spending a little more and gettting a better quality   wish i had!!!",NA,"[5, 5]",1
"My daughter is turning 11 and wants a telescope. She loves the stars, but I did not want to spend a lot of money on something until I know she will use it. Is this too much of a ""toy"" for an 11 year old? I want to get her something she can use to try out before I spend money on a better quality one, just want to make sure it would be good for her age.",descriptive,It definitely is a toy.,NA,"[3, 3]",1
4 yr old niece want ONLY a telescope for bday.  is this too advanced?shes really smart,yesno,"Its not too advanced. After an adult puts it together she can easily use it on her own. However, we have tried to use it at night and it only works well with a full moon and no artificial light around your house. Keep in mind this is a kid's telescope and not a fancy one that works like the ones that go for $100+",NA,"[5, 5]",1
4 yr old niece want ONLY a telescope for bday.  is this too advanced?shes really smart,yesno,"That is a hard question to answer.  The telescope is nice but very hard to adjust. If someone is willing to adjust for her and then let her look you will be okay.  We bought for a 6 yr old and there is not enough patience to look in a direction and then adjust.  We all thought that it was not working because we couldn't ""see"" anything but fuzz.  Grandpa was the only one that could take the time to look in the direction of something and then adjust the focus until something appeared. I can't place blame on the telescope but the age is the problem.  It is a decent telescope for the money and looks very cute. Just be ready to have an adult ready to find the moon first and then let her look!",NA,"[7, 8]",0
4 yr old niece want ONLY a telescope for bday.  is this too advanced?shes really smart,yesno,"Not at all! My daughter just turned 4, and that's the only thing that she wanted too!  Both my 4 and 6 year olds have really enjoyed it.  It's especially great for looking at the moon. I feel like it was a good value for the price, and an appropriate product for a child. (Any similar items seemed too advanced for a small child.) Good luck with your purchase!",NA,"[5, 5]",1
4 yr old niece want ONLY a telescope for bday.  is this too advanced?shes really smart,yesno,"No, it's too flimsy for an adult let alone a child and the views through it are pretty bad.",NA,"[2, 2]",1
4 yr old niece want ONLY a telescope for bday.  is this too advanced?shes really smart,yesno,"I wouldn't buy it. It doesn't work and you can't even see a star on a perfectly clear night. Waste of money,",NA,"[3, 8]",0
Does it require batteries?,descriptive,"Hi It requires 2 ""AA"" batteries",NA,"[2, 2]",1
Does it require batteries?,descriptive,No batteries,NA,"[1, 2]",0
Does it require batteries?,descriptive,Yes to use the light.I was very disappointed with this item as it is does not really allow good use or do what it is suppose to do.,NA,"[0, 1]",0
Does the green and/or yellow light blink continously?  My child has been distracted by the blinking with other timers.,descriptive,"The green and yellow lights do not blink. Once you start the timer it just stays lit until the alert changes it to yellow. Once it reaches red it blinks for the 5 second countdown. I use it in my 3rd grade classroom. The light is not a distraction,  it helps to keep them on track and use their time wisely. Hope this answers your question.",NA,"[4, 4]",1
Does the green and/or yellow light blink continously?  My child has been distracted by the blinking with other timers.,descriptive,"The to truth is its been a long time since I used this timer, so I don't remember, I don't recommend this timer, it's super hard to set the time, and it broke easy. Sorry",NA,"[1, 3]",0
How tall is it??,descriptive,Oops. Wrong camel. Have 2different camels. This one about 5inches,NA,"[1, 2]",0
What is it made of? How heavy is it?,descriptive,"It's made of thin cardboard, about the thickness of a cereal box. Not heavy, maybe a pound or two. The picture makes it look free standing, but it doesn't, U have to tape it to the wall or plywood. It reminds me of the old Halloween cardboard window skeleton decoration with the movable arms & legs. Definitely cool looking, everyone at my son's birthday party took a picture next to it!",NA,"[2, 2]",1
What is it made of? How heavy is it?,descriptive,It is made of a heavy paper board.  It is also fairly heavy due to the length of it.  It is the size of a traditional front door.  I think it is a nice product.,NA,"[2, 2]",1
Is this appropriate for a 3 year old?,descriptive,"Yes, definitely. Three is the perfect age as their imaginations are really ripe for make believe. They love the bus, trucks and play stations with little people. Bought them for my children and now my grandsons.",NA,"[2, 2]",1
what size is it?,descriptive,McQueen is about 3x2x2. mack is about 12x3x5 inches (lxwxh).,NA,"[2, 2]",1
Do the wheels of Mack / McQueen spin?,descriptive,"Yes they wheels on both Mack and Lightning McQueen both spin.  Mack will launch any wheelies just fine.  He will also launch some smaller diecast cars, but the metal ones are heavier, so they will not go as far.  Both Mack and McQueen have wheels that roll.  In fact, I was thinking of getting he Fisher Price Amusement Park (http://www.amazon.com/Fisher-Price-Wheelies-Loops-Swoops-Amusement/dp/B0089W1IGQ/ref=sr_1_1?s=toys-and-games&ie;=UTF8&qid;=1383787404&sr;=1-1&keywords;=fisher+price+wheelies+amusement+park) for McQueen to slide down.  My grandson luvs his talking Mack and Mcqueen.  The only thing to be cautious about is the paper stickers do come off if they get wet.  Otherwise, very durable functioning toy.  Hope this helps.",NA,"[2, 2]",1
Do the wheels of Mack / McQueen spin?,descriptive,Yes the wheels spin but they just go straight and do not rotate left or right.,NA,"[2, 2]",1
Will this hold a 300 lb person?,descriptive,Doesn't hold u up in the water as well...won't purchase anymore of these...,NA,"[1, 2]",0
What are the ages the Cashflow for kids is intended for?,descriptive,I can't answer very well.  I have not opened it yet.  I suspect that it is when children have a longer attention span and potential interest.,NA,"[0, 1]",0
Is the battery replaceable?,descriptive,"Yes 2AA batteries. Don't waste your money on this doll. It says three things. First saying with music lasts for 18 seconds, the second saying with music last for 15 seconds, and the snoring that he does lasts for seven seconds.  That's all it does. I thought this would be something like the glowworm worm or glow seahorse but it is not.",NA,"[1, 2]",0
How long does the song play?,descriptive,"Just 15 seconds, but my 2 year old Grandson has no trouble reaching over to press Elmo's tummy to play it again until he falls asleep while cuddling Elmo.  I was looking long and hard before I bought Elmo, I still am looking for a longer player.  He's the best, we actually bought another one for his room at home.",NA,"[2, 2]",1
How big is Lullaby Good Night Elmo toy?,descriptive,"Approximately 12""",NA,"[2, 2]",1
How big is Lullaby Good Night Elmo toy?,descriptive,"Just measured, he's 12"" tall.",NA,"[2, 2]",1
How big is Lullaby Good Night Elmo toy?,descriptive,About 7 -8 inches long,NA,"[1, 2]",0
The cover art shows this includes the Night Terrors expansion. Description says that for now it includes Urban Legends too. Has anyone received both?,descriptive,It contains both card sets (Nigh terrors includes Bloody Mary etc. right?) and the original set in one box.,NA,"[1, 2]",0
which edition of the game is it? becouse the photo indicates the 2011 ediition which i prefer,descriptive,"Thank you for contacting us. It appears to be the ""Ultimate Werewolf: Ultimate Edition.""  Unfortunately, the manufacturer does not provide us with that information and because this item is stored and shipped from one of our partnered warehouses, we are unable to look into the details pertaining to it. We apologize for the inconvenience. Thank you for your understanding and have a nice day!",NA,"[0, 2]",0
What is the frequency for the control?,descriptive,The Kid Galaxy Morphibian Viper RC Vehicle I received was 49mhz.,NA,"[5, 5]",1
What is the frequency for the control?,descriptive,Gator = 27MhzKiller Whale = 27MhzRover = 27MhzShark = 49MhzExplorer = 49MhzViper = 49MhzDirt Frog = ?,NA,"[2, 2]",1
What is the frequency for the control?,descriptive,Given as a gift. No idea,NA,"[0, 4]",0
is viper on same frequency as the killer whale,yesno,"No. The killer Whale is 27 MHz and the Viper is 49mHz.  27 MHz includes the Gator, Killer Whale, Rover, Dirt Frog and Sting Ray.  The 49MHz includes the Shark, Explorer and Viper.  It is good to know the different frequencies if 2 friends/siblings are playing together so they can individually control their morphibian.  You won't be disappointed.  We just bought another for a friend's birthday!",NA,"[3, 3]",1
is viper on same frequency as the killer whale,yesno,Sorry we dont have the whale so I cant answer the question,NA,"[0, 1]",0
is viper on same frequency as the killer whale,yesno,"So I do not know, I only have one, but I think not!",N,"[0, 1]",0
Would you say that this is more of an indoor or oudoor bike (or both)?,descriptive,"It works well both indoors and out, but once you start using it outdoors you might not want to keep using it in the house because the wheels will get dirty and the rubber surface on the wheels might get roughed up enough to mark up your floors, depending on what type of floors you have.  You also wouldn't want to store it outdoors which would significantly shorten the lifespan of the wood. Our son just turned two and he has been loving this bike for several months, mostly riding it indoors but we do take it outside every once in a while.",NA,"[2, 2]",1
Are the wheels rubber over plastic? Plastic over plastic? I am wondering about traction and floor marking...,descriptive,"sorry, no",NA,"[0, 2]",0
Does the board fold in two or four pieces? The classic bold only had one fold and is more sturdy.,descriptive,I think 4 pieces,NA,"[0, 1]",0
does the board fold in two,yesno,"Yes, it folds .  It's basically the same game with paper money, just has the updated pieces and we love the cat piece.",Y,"[0, 1]",0
How tall are these figures? (Nowhere in the description does it specify the height and width),descriptive,"They are rspective heights to the show for instance frieza was much shorter than goku in the series, same goes for the figurines. Frieza is 4.5 inches tall and with his arms at his side as he comes in the box he's approximately 2 inches wide fromGoku however, is, and keep in mind this is super saiyan goku I'm referring to, 6.5 inches",NA,"[2, 2]",1
